"state","date","inflation_yoy","inflation_mom","total_arrivals","total_male_arrivals","total_female_arrivals","cumulative_arrivals"
"Johor",2020-01-01,1.34285714285714,0.164285714285714,1621595,905601,715994,1621595
"Johor",2020-02-01,1.12857142857143,-0.0857142857142857,2715141,671718,421828,2715141
"Johor",2020-03-01,0.192857142857143,-0.671428571428571,3384967,409015,260811,3384967
"Johor",2020-04-01,-1.38571428571429,-1.60714285714286,3385263,236,60,3385263
"Johor",2020-05-01,-1.41428571428571,0.0714285714285714,3385484,206,15,3385484
"Johor",2020-06-01,-0.842857142857143,0.728571428571429,3385871,344,43,3385871
"Johor",2020-07-01,-0.564285714285714,0.407142857142857,3386682,686,125,3386682
"Johor",2020-08-01,-0.578571428571429,0.0428571428571429,3387513,759,72,3387513
"Johor",2020-09-01,-0.721428571428571,-0.0214285714285714,3388827,1196,118,3388827
"Johor",2020-10-01,-0.921428571428571,0,3389981,1053,101,3389981
"Johor",2020-11-01,-1.08571428571429,-0.0857142857142857,3390998,908,109,3390998
"Johor",2020-12-01,-0.885714285714286,0.257142857142857,3391945,825,122,3391945
"Johor",2021-01-01,-0.457142857142857,0.621428571428571,3392697,663,89,3392697
"Johor",2021-02-01,-0.192857142857143,0.207142857142857,3393516,720,99,3393516
"Johor",2021-03-01,0.742857142857143,0.221428571428571,3394448,819,113,3394448
"Johor",2021-04-01,2.7,0.0714285714285714,3395290,748,94,3395290
"Johor",2021-05-01,2.64285714285714,0.0285714285714286,3395739,412,37,3395739
"Johor",2021-06-01,1.84285714285714,0.0428571428571429,3395873,114,20,3395873
"Johor",2021-07-01,1.17142857142857,-0.214285714285714,3396070,163,34,3396070
"Johor",2021-08-01,1.07142857142857,-0.05,3396255,154,31,3396255
"Johor",2021-09-01,1.17142857142857,0.0642857142857143,3396461,171,35,3396461
"Johor",2021-10-01,1.45714285714286,0.285714285714286,3396767,255,51,3396767
"Johor",2021-11-01,1.72857142857143,0.157142857142857,3397387,448,172,3397387
"Johor",2021-12-01,1.58571428571429,0.15,3400572,1785,1400,3400572
"Johor",2022-01-01,1.11428571428571,0.157142857142857,3405387,2632,2183,3405387
"Johor",2022-02-01,0.957142857142857,0.0571428571428571,3408623,1876,1360,3408623
"Johor",2022-03-01,1.1,0.378571428571429,3416961,4931,3407,3416961
"Johor",2022-04-01,1.27857142857143,0.228571428571429,3852632,268606,167065,3852632
"Johor",2022-05-01,1.75,0.478571428571429,4562487,431647,278208,4562487
"Johor",2022-06-01,2.45,0.714285714285714,5505660,546327,396846,5505660
"Johor",2022-07-01,3.01428571428571,0.314285714285714,6631655,655916,470079,6631655
"Johor",2022-08-01,3.2,0.142857142857143,7754008,654584,467769,7754008
"Johor",2022-09-01,3.18571428571429,0.0642857142857143,8956450,680944,521498,8956450
"Johor",2022-10-01,3,0.0928571428571429,10164465,684451,523564,10164465
"Johor",2022-11-01,3.3,0.442857142857143,11379093,685950,528678,11379093
"Johor",2022-12-01,3.16428571428571,0.0285714285714286,12774732,749842,645797,12774732
"Johor",2023-01-01,3.34285714285714,0.335714285714286,14008808,693195,540881,14008808
"Johor",2023-02-01,3.54285714285714,0.264285714285714,15104839,629023,467008,15104839
"Johor",2023-03-01,3.26428571428571,0.0928571428571429,16406424,727417,574168,16406424
"Johor",2023-04-01,3.04285714285714,0.0285714285714286,17633775,682404,544947,17633775
"Johor",2023-05-01,2.53571428571429,-0.0214285714285714,18932276,738863,559638,18932276
"Johor",2023-06-01,2,0.178571428571429,20442621,820088,690257,20442621
"Johor",2023-07-01,1.79285714285714,0.114285714285714,21988569,850439,695509,21988569
"Johor",2023-08-01,1.82142857142857,0.185714285714286,23499055,844529,665957,23499055
"Johor",2023-09-01,1.80714285714286,0.0571428571428571,25098594,881702,717837,25098594
"Johor",2023-10-01,1.75714285714286,0.0357142857142857,26674232,879290,696348,26674232
"Johor",2023-11-01,1.45714285714286,0.157142857142857,28232671,856873,701566,28232671
"Johor",2023-12-01,1.51428571428571,0.0785714285714286,29985807,934618,818518,29985807
"Johor",2024-01-01,1.28571428571429,0.1,31141185,639527,515851,31141185
"Johor",2024-02-01,1.27857142857143,0.271428571428571,32530836,768268,621383,32530836
"Johor",2024-03-01,1.25,0.0714285714285714,34413175,1010380,871959,34413175
"Johor",2024-04-01,1.26428571428571,0.05,36050920,912098,725647,36050920
"Johor",2024-05-01,1.56428571428571,0.264285714285714,37844050,988447,804683,37844050
"Johor",2024-06-01,1.64285714285714,0.264285714285714,39921317,1112617,964650,39921317
"Kedah",2020-01-01,1.04285714285714,0.0785714285714286,85071,35097,49974,85071
"Kedah",2020-02-01,0.871428571428571,-0.05,149499,25646,38782,149499
"Kedah",2020-03-01,0.0214285714285714,-0.621428571428571,186679,16441,20739,186679
"Kedah",2020-04-01,-1.5,-1.57857142857143,200516,13161,676,200516
"Kedah",2020-05-01,-1.42857142857143,0.107142857142857,213440,12109,815,213440
"Kedah",2020-06-01,-0.985714285714286,0.578571428571429,225183,11001,742,225183
"Kedah",2020-07-01,-0.685714285714286,0.392857142857143,235203,9349,671,235203
"Kedah",2020-08-01,-0.721428571428572,0.0928571428571429,245542,9527,812,245542
"Kedah",2020-09-01,-0.807142857142857,0.00714285714285714,254837,8594,701,254837
"Kedah",2020-10-01,-0.985714285714286,-0.0214285714285714,264443,8867,739,264443
"Kedah",2020-11-01,-1.16428571428571,-0.164285714285714,275035,9806,786,275035
"Kedah",2020-12-01,-0.992857142857143,0.264285714285714,289242,13895,312,289242
"Kedah",2021-01-01,-0.314285714285714,0.785714285714286,307170,17913,15,307170
"Kedah",2021-02-01,-0.0571428571428571,0.214285714285714,323301,16088,43,323301
"Kedah",2021-03-01,0.778571428571428,0.185714285714286,342506,19153,52,342506
"Kedah",2021-04-01,2.65714285714286,0.0642857142857143,360357,17811,40,360357
"Kedah",2021-05-01,2.55,0.0142857142857143,378783,18383,43,378783
"Kedah",2021-06-01,1.89285714285714,0,395674,16846,45,395674
"Kedah",2021-07-01,1.13571428571429,-0.314285714285714,413155,17441,40,413155
"Kedah",2021-08-01,1.07857142857143,0.0428571428571429,429498,16303,40,429498
"Kedah",2021-09-01,1.08571428571429,0.0142857142857143,448331,18787,46,448331
"Kedah",2021-10-01,1.5,0.378571428571429,467714,19342,41,467714
"Kedah",2021-11-01,1.75714285714286,0.0857142857142857,486032,18257,61,486032
"Kedah",2021-12-01,1.82857142857143,0.371428571428571,504289,18143,114,504289
"Kedah",2022-01-01,1.27857142857143,0.271428571428571,522894,18428,177,522894
"Kedah",2022-02-01,1.27857142857143,0.221428571428571,539813,16704,215,539813
"Kedah",2022-03-01,1.19285714285714,0.0785714285714286,560090,19980,297,560090
"Kedah",2022-04-01,1.25714285714286,0.135714285714286,581267,18506,2671,581267
"Kedah",2022-05-01,1.32142857142857,0.0785714285714286,613001,22805,8929,613001
"Kedah",2022-06-01,1.72142857142857,0.371428571428571,656812,28242,15569,656812
"Kedah",2022-07-01,2.2,0.157142857142857,710581,31280,22489,710581
"Kedah",2022-08-01,2.26428571428571,0.1,759606,31879,17146,759606
"Kedah",2022-09-01,2.27857142857143,0.0214285714285714,813301,30908,22787,813301
"Kedah",2022-10-01,2.06428571428571,0.171428571428571,889970,42765,33904,889970
"Kedah",2022-11-01,2.08571428571429,0.0857142857142857,964422,43350,31102,964422
"Kedah",2022-12-01,1.71428571428571,-1.98489206399036e-18,1041416,42791,34203,1041416
"Kedah",2023-01-01,1.48571428571429,0.05,1126625,47879,37330,1126625
"Kedah",2023-02-01,1.42142857142857,0.157142857142857,1209483,46952,35906,1209483
"Kedah",2023-03-01,1.40714285714286,0.0785714285714286,1310103,56619,44001,1310103
"Kedah",2023-04-01,1.37142857142857,0.0928571428571429,1395847,45197,40547,1395847
"Kedah",2023-05-01,1.22142857142857,-0.0642857142857143,1486854,49427,41580,1486854
"Kedah",2023-06-01,0.957142857142857,0.107142857142857,1563920,41554,35512,1563920
"Kedah",2023-07-01,0.864285714285714,0.0714285714285714,1649519,46887,38712,1649519
"Kedah",2023-08-01,0.807142857142857,0.0285714285714286,1726277,42486,34272,1726277
"Kedah",2023-09-01,0.864285714285714,0.107142857142857,1812113,49393,36443,1812113
"Kedah",2023-10-01,0.707142857142857,0.0142857142857143,1910907,55547,43247,1910907
"Kedah",2023-11-01,0.742857142857143,0.114285714285714,2001618,51274,39437,2001618
"Kedah",2023-12-01,0.792857142857143,0.0714285714285714,2108454,58873,47963,2108454
"Kedah",2024-01-01,0.821428571428571,0.0928571428571429,2218961,61870,48637,2218961
"Kedah",2024-02-01,0.728571428571429,0.0714285714285714,2323360,56535,47864,2323360
"Kedah",2024-03-01,0.95,0.307142857142857,2424867,55998,45509,2424867
"Kedah",2024-04-01,1.03571428571429,0.164285714285714,2493239,36233,32139,2493239
"Kedah",2024-05-01,1.25714285714286,0.164285714285714,2582121,46709,42173,2582121
"Kedah",2024-06-01,1.25714285714286,0.0857142857142857,2654195,37301,34773,2654195
"Kelantan",2020-01-01,1.07857142857143,0.0785714285714286,40002,21170,18832,40002
"Kelantan",2020-02-01,1.00714285714286,0.0642857142857143,79682,21932,17748,79682
"Kelantan",2020-03-01,0.0428571428571429,-0.757142857142857,100287,10704,9901,100287
"Kelantan",2020-04-01,-1.50714285714286,-1.63571428571429,100309,5,17,100309
"Kelantan",2020-05-01,-1.57142857142857,0.15,100327,6,12,100327
"Kelantan",2020-06-01,-0.878571428571429,0.928571428571429,100348,3,18,100348
"Kelantan",2020-07-01,-0.492857142857143,0.507142857142857,100357,1,8,100357
"Kelantan",2020-08-01,-0.457142857142857,0.1,100360,1,2,100360
"Kelantan",2020-09-01,-0.571428571428572,-0.0642857142857143,100367,1,6,100367
"Kelantan",2020-10-01,-0.657142857142857,-0.0142857142857143,100368,0,1,100368
"Kelantan",2020-11-01,-0.728571428571429,-0.0785714285714286,100373,2,3,100373
"Kelantan",2020-12-01,-0.507142857142857,0.364285714285714,100375,1,1,100375
"Kelantan",2021-01-01,0.228571428571429,0.878571428571429,100375,0,0,100375
"Kelantan",2021-02-01,0.378571428571429,0.207142857142857,100378,1,2,100378
"Kelantan",2021-03-01,1.42857142857143,0.221428571428571,100382,2,2,100382
"Kelantan",2021-04-01,3.55,0.128571428571429,100387,2,3,100387
"Kelantan",2021-05-01,3.47857142857143,0.107142857142857,100388,1,0,100388
"Kelantan",2021-06-01,2.42857142857143,0.00714285714285714,100389,0,1,100389
"Kelantan",2021-07-01,1.54285714285714,-0.314285714285714,100392,1,2,100392
"Kelantan",2021-08-01,1.42857142857143,-0.00714285714285714,100392,0,0,100392
"Kelantan",2021-09-01,1.57857142857143,0.0785714285714286,100398,4,2,100398
"Kelantan",2021-10-01,2,0.407142857142857,100398,0,0,100398
"Kelantan",2021-11-01,2.24285714285714,0.135714285714286,100402,0,4,100402
"Kelantan",2021-12-01,2.12857142857143,0.285714285714286,100402,0,0,100402
"Kelantan",2022-01-01,1.38571428571429,0.164285714285714,100406,1,3,100406
"Kelantan",2022-02-01,1.31428571428571,0.15,100421,6,9,100421
"Kelantan",2022-03-01,1.27142857142857,0.171428571428571,100435,13,1,100435
"Kelantan",2022-04-01,1.26428571428571,0.142857142857143,100443,7,1,100443
"Kelantan",2022-05-01,1.35714285714286,0.178571428571429,104289,1929,1917,104289
"Kelantan",2022-06-01,1.58571428571429,0.228571428571429,113176,3963,4924,113176
"Kelantan",2022-07-01,2.01428571428571,0.121428571428571,129185,7651,8358,129185
"Kelantan",2022-08-01,2.08571428571429,0.05,158724,14719,14820,158724
"Kelantan",2022-09-01,2.05714285714286,0.0642857142857143,188753,15427,14602,188753
"Kelantan",2022-10-01,1.77142857142857,0.135714285714286,226883,19621,18509,226883
"Kelantan",2022-11-01,1.77142857142857,0.128571428571429,260093,17724,15486,260093
"Kelantan",2022-12-01,1.51428571428571,0.0357142857142857,286551,13404,13054,286551
"Kelantan",2023-01-01,1.40714285714286,0.0571428571428571,336506,26718,23237,336506
"Kelantan",2023-02-01,1.37142857142857,0.114285714285714,387668,27656,23506,387668
"Kelantan",2023-03-01,1.31428571428571,0.114285714285714,446259,29810,28781,446259
"Kelantan",2023-04-01,1.29285714285714,0.114285714285714,493153,23322,23572,493153
"Kelantan",2023-05-01,1.08571428571429,-0.0357142857142857,545455,27611,24691,545455
"Kelantan",2023-06-01,0.914285714285714,0.0642857142857143,582218,19306,17457,582218
"Kelantan",2023-07-01,0.9,0.121428571428571,632235,26773,23244,632235
"Kelantan",2023-08-01,0.885714285714286,0.0428571428571429,668033,19658,16140,668033
"Kelantan",2023-09-01,0.9,0.05,703257,19490,15734,703257
"Kelantan",2023-10-01,0.8,0.0285714285714286,750936,25452,22227,750936
"Kelantan",2023-11-01,0.714285714285714,0.0357142857142857,791417,21136,19345,791417
"Kelantan",2023-12-01,0.728571428571429,0.05,833754,21688,20649,833754
"Kelantan",2024-01-01,0.742857142857143,0.0785714285714286,887425,28095,25576,887425
"Kelantan",2024-02-01,0.885714285714286,0.242857142857143,943549,28910,27214,943549
"Kelantan",2024-03-01,0.85,0.0857142857142857,1005273,30496,31228,1005273
"Kelantan",2024-04-01,0.764285714285714,0.0214285714285714,1061040,27666,28101,1061040
"Kelantan",2024-05-01,0.957142857142857,0.15,1118394,29172,28182,1118394
"Kelantan",2024-06-01,0.95,0.0571428571428571,1170079,25848,25837,1170079
"Melaka",2020-01-01,0.678571428571429,0.0142857142857143,6015,2813,3202,6015
"Melaka",2020-02-01,0.528571428571429,-0.05,9251,1502,1734,9251
"Melaka",2020-03-01,-0.257142857142857,-0.564285714285714,10291,500,540,10291
"Melaka",2020-04-01,-1.56428571428571,-1.46428571428571,10291,0,0,10291
"Melaka",2020-05-01,-1.52857142857143,0.128571428571429,10291,0,0,10291
"Melaka",2020-06-01,-1.22142857142857,0.35,10291,0,0,10291
"Melaka",2020-07-01,-0.857142857142857,0.407142857142857,10291,0,0,10291
"Melaka",2020-08-01,-0.907142857142857,0.0785714285714286,10291,0,0,10291
"Melaka",2020-09-01,-1.05714285714286,0.0285714285714286,10291,0,0,10291
"Melaka",2020-10-01,-1.15,-0.00714285714285714,10293,1,1,10293
"Melaka",2020-11-01,-1.40714285714286,-0.135714285714286,10293,0,0,10293
"Melaka",2020-12-01,-1.14285714285714,0.192857142857143,10303,10,0,10303
"Melaka",2021-01-01,-0.485714285714286,0.692857142857143,10303,0,0,10303
"Melaka",2021-02-01,-0.271428571428571,0.171428571428571,10303,0,0,10303
"Melaka",2021-03-01,0.471428571428571,0.107142857142857,10305,0,2,10305
"Melaka",2021-04-01,2.25,0.107142857142857,10305,0,0,10305
"Melaka",2021-05-01,2.07857142857143,1.98350915305607e-18,10305,0,0,10305
"Melaka",2021-06-01,1.68571428571429,0.0357142857142857,10305,0,0,10305
"Melaka",2021-07-01,0.985714285714286,-0.257142857142857,10307,1,1,10307
"Melaka",2021-08-01,0.892857142857143,-0.0285714285714286,10307,0,0,10307
"Melaka",2021-09-01,0.985714285714286,0.107142857142857,10307,0,0,10307
"Melaka",2021-10-01,1.39285714285714,0.414285714285714,10307,0,0,10307
"Melaka",2021-11-01,1.88571428571429,0.307142857142857,10310,3,0,10310
"Melaka",2021-12-01,1.75,0.0785714285714286,10310,0,0,10310
"Melaka",2022-01-01,1.27857142857143,0.242857142857143,10310,0,0,10310
"Melaka",2022-02-01,1.23571428571429,0.135714285714286,10310,0,0,10310
"Melaka",2022-03-01,1.17857142857143,0.0642857142857143,10323,0,13,10323
"Melaka",2022-04-01,1.05714285714286,-0.0214285714285714,10339,10,6,10339
"Melaka",2022-05-01,1.18571428571429,0.1,13318,1356,1623,13318
"Melaka",2022-06-01,1.53571428571429,0.371428571428571,19048,2585,3145,19048
"Melaka",2022-07-01,2.25714285714286,0.45,25313,2683,3582,25313
"Melaka",2022-08-01,2.37857142857143,0.0857142857142857,31825,2778,3734,31825
"Melaka",2022-09-01,2.40714285714286,0.135714285714286,39708,3526,4357,39708
"Melaka",2022-10-01,2.17857142857143,0.192857142857143,46486,3113,3665,46486
"Melaka",2022-11-01,1.95,0.1,51688,2374,2828,51688
"Melaka",2022-12-01,2.02142857142857,0.107142857142857,59695,3550,4457,59695
"Melaka",2023-01-01,2.01428571428571,0.257142857142857,65082,2439,2948,65082
"Melaka",2023-02-01,1.97857142857143,0.0928571428571429,70336,2330,2924,70336
"Melaka",2023-03-01,1.92857142857143,3.96556624963113e-18,74932,2112,2484,74932
"Melaka",2023-04-01,2.07857142857143,0.135714285714286,80571,2551,3088,80571
"Melaka",2023-05-01,1.96428571428571,-1.97866896478605e-18,85826,2309,2946,85826
"Melaka",2023-06-01,1.67142857142857,0.0714285714285714,91044,2463,2755,91044
"Melaka",2023-07-01,1.24285714285714,0.0428571428571429,96305,2352,2909,96305
"Melaka",2023-08-01,1.29285714285714,0.157142857142857,99771,1678,1788,99771
"Melaka",2023-09-01,1.12857142857143,-0.0285714285714286,103998,1879,2348,103998
"Melaka",2023-10-01,1,0.0642857142857143,107537,1571,1968,107537
"Melaka",2023-11-01,0.935714285714286,0.0428571428571429,111253,1708,2008,111253
"Melaka",2023-12-01,0.921428571428571,0.1,116672,2320,3099,116672
"Melaka",2024-01-01,0.85,0.171428571428571,120169,1663,1834,120169
"Melaka",2024-02-01,0.878571428571429,0.128571428571429,123460,1479,1812,123460
"Melaka",2024-03-01,0.864285714285714,-0.0142857142857143,126534,1413,1661,126534
"Melaka",2024-04-01,0.942857142857143,0.228571428571429,131310,2122,2654,131310
"Melaka",2024-05-01,1.12857142857143,0.171428571428571,135292,1770,2212,135292
"Melaka",2024-06-01,1.19285714285714,0.128571428571429,140659,2433,2934,140659
"Negeri Sembilan",2020-01-01,1.23571428571429,0.15,3398,2184,1214,3398
"Negeri Sembilan",2020-02-01,0.942857142857143,-0.1,6657,2150,1109,6657
"Negeri Sembilan",2020-03-01,-0.0785714285714285,-0.85,8351,1141,553,8351
"Negeri Sembilan",2020-04-01,-1.76428571428571,-1.72857142857143,8352,1,0,8352
"Negeri Sembilan",2020-05-01,-1.62857142857143,0.157142857142857,8352,0,0,8352
"Negeri Sembilan",2020-06-01,-1.16428571428571,0.628571428571429,8352,0,0,8352
"Negeri Sembilan",2020-07-01,-0.792857142857143,0.507142857142857,8352,0,0,8352
"Negeri Sembilan",2020-08-01,-0.828571428571429,0.135714285714286,8352,0,0,8352
"Negeri Sembilan",2020-09-01,-0.878571428571428,-0.00714285714285714,8352,0,0,8352
"Negeri Sembilan",2020-10-01,-1.15714285714286,-0.00714285714285714,8352,0,0,8352
"Negeri Sembilan",2020-11-01,-1.34285714285714,-0.142857142857143,8352,0,0,8352
"Negeri Sembilan",2020-12-01,-1.09285714285714,0.321428571428571,8352,0,0,8352
"Negeri Sembilan",2021-01-01,-0.471428571428571,0.814285714285714,8352,0,0,8352
"Negeri Sembilan",2021-02-01,-0.235714285714286,0.171428571428571,8352,0,0,8352
"Negeri Sembilan",2021-03-01,0.892857142857143,0.207142857142857,8352,0,0,8352
"Negeri Sembilan",2021-04-01,3.02142857142857,0.0142857142857143,8352,0,0,8352
"Negeri Sembilan",2021-05-01,2.91428571428571,0.0642857142857143,8352,0,0,8352
"Negeri Sembilan",2021-06-01,2.17142857142857,0.0142857142857143,8352,0,0,8352
"Negeri Sembilan",2021-07-01,1.32857142857143,-0.271428571428571,8352,0,0,8352
"Negeri Sembilan",2021-08-01,1.22142857142857,0.0285714285714286,8352,0,0,8352
"Negeri Sembilan",2021-09-01,1.27142857142857,0.0642857142857143,8352,0,0,8352
"Negeri Sembilan",2021-10-01,1.72857142857143,0.442857142857143,8352,0,0,8352
"Negeri Sembilan",2021-11-01,1.96428571428571,0.0857142857142857,8352,0,0,8352
"Negeri Sembilan",2021-12-01,1.75,0.142857142857143,8352,0,0,8352
"Negeri Sembilan",2022-01-01,1.03571428571429,0.135714285714286,8352,0,0,8352
"Negeri Sembilan",2022-02-01,1.14285714285714,0.257142857142857,8352,0,0,8352
"Negeri Sembilan",2022-03-01,1.06428571428571,0.135714285714286,8352,0,0,8352
"Negeri Sembilan",2022-04-01,1.09285714285714,0.05,8358,5,1,8358
"Negeri Sembilan",2022-05-01,1.36428571428571,0.321428571428571,11136,1806,972,11136
"Negeri Sembilan",2022-06-01,1.66428571428571,0.328571428571429,16896,4021,1739,16896
"Negeri Sembilan",2022-07-01,2.11428571428571,0.164285714285714,22986,4057,2033,22986
